id,label1,label2,label3,score1,score2,score3
a8df14bc,资管计划,信托公司,子公司,0.5835959939500549,0.11136011383964381,0.07613511522744604
da1f7a3b,集合信托,信托理财,用益,0.5646620945056986,0.47892821397454527,0.21382588902824545
4a76109a,4k,00后,龙头,0.3472251422780653,0.20869163013375472,0.12126405596483501
b035435d,数据中心,计算机系统,机房,0.3254279837892712,0.21776342096650558,0.20782386167899683
b6514ace,云环境,云计算,管理,0.38894098467075955,0.22795264049103603,0.07744554150434438
9ea39464,池塘,春季,氨氮,0.7665875029870708,0.11948623277814208,0.10993906147379275
d2e7c503,脱硫塔,玻璃钢脱硫除尘器,洗涤塔锅炉脱硫,0.6287849742902787,0.5366934275327434,0.5159455286557593
2b757ee9,甲醇,行情,走势,0.4934686148484349,0.29414495800051177,0.15989215638631704
558c250c,sdoc,fcc认证,voc,0.7443264310277435,0.30896001666917927,0.2863361029836011
10f3d644,无线mesh,物联网技术,网络,0.7851299047544698,0.38790036440117653,0.19476522687699124
557b8732,5g手机,idc,智能手机,0.4625011584929198,0.14880177554120436,0.13273728250705163
deaf1d6f,交量,主力资金,价量,0.31948158564618867,0.19918745626515486,0.12651517823381334
49a62f34,期货市场,投机,价格,0.6577069262664339,0.1897257150277554,0.08997906924795611
39d3a763,一二线城市,二手房价,二手住宅,0.491290291132133,0.27676687642960585,0.1436834912405697
6efe87f7,武汉,中介,买房,0.6116354743698417,0.1619616212000056,0.12795787055218194
ef68ef66,惊奇队长,超级女,超能力,0.17684314878573623,0.16213526328177078,0.14629033770461844
17c70218,青山,定额,水利工程,0.31634558354859793,0.28036692049170514,0.2330365921700893
187f14e3,光电开关,itr,家电,0.41912499458150454,0.37974323595589043,0.25411409385813066
abb6f3c0,科兰通讯,邀请函,北京,0.4749634971161094,0.16544921340086674,0.09611509661774179
58be1914,区块链,比特币,落地,0.8504887813422417,0.3543838609282206,0.32356703635715905
a045249e,轴承位,风机,索雷碳纳米聚合物材料,0.5374713530350977,0.5222474643866235,0.0707630782263608
a1da2bb6,亚马逊,卖家,小技巧,0.9438987533863316,0.15973197791049354,0.14088489430484258
61d73358,亚马逊站,广告,listing,0.47034430557784407,0.454282689478312,0.1623238442512892
45471a82,亚马逊,价格政策,卖家,0.8267542859444929,0.23018614854088038,0.12075544303901885
b2dc8043,facebook,精准,好友,0.8108747323306268,0.14595194909920095,0.13641541745515662
11c3ed6a,电路板,阻抗,孔内,0.47240041190920634,0.2314227276103749,0.12407863757562947
fe2baa69,pet瓶,一步法,瓶坯,0.6299476380861391,0.5675999584180123,0.12795602677490345
